S_vals,I_vals,R_vals
999.0,1.0,0.0
998.9982512941523,1.0017485378584887,1.6798923134585978e-7
998.9807628998726,1.0192168069267968,2.0293200525213473e-5
998.805745336799,1.1922008044829036,0.0020538587180719808
998.3019347384318,1.6720950031894257,0.025970258378739425
997.3580522782606,2.5037223561129878,0.13822536562633
995.9062224223653,3.630600265500674,0.463177312133873
993.8801298761384,4.9456983576293965,1.174171766232149
991.0741170741705,6.382100748972536,2.543782176856812
987.3342453682112,7.800185376265667,4.865569255523039
982.4226645471167,9.105955922280824,8.471379530602453
976.0910594638658,10.251361877292695,13.65757865884151
967.9821560349226,11.268664008463519,20.749179956613926
957.6093438701953,12.243175442854962,30.147480686949766
944.244661983567,13.287308597026612,42.468029419406456
926.8788401894993,14.511306938414421,58.60985287208631
904.4229357412582,15.99142680202763,79.58563745671412
876.6015199915598,17.707884057102127,105.69059595133805
843.978805299575,19.55850433604613,136.46269036437891
807.110049286237,21.424485644150646,171.46546506961243
766.9639458699642,23.156458494831153,209.87959563520465
724.8741749783642,24.595158927563695,250.53066609407213
682.5474042595297,25.59743990250486,291.8551558379654
641.8287339369857,26.076068282239838,332.0951977807744
604.2992147959617,26.032013190422592,369.6687720136157
571.4381253389955,25.571856734504777,402.9900179264997
544.0623160545622,24.905125674337476,431.0325582711003
522.3797933360695,24.30964719856125,453.3105594653693
505.94590677226,24.071847413643503,469.98224581409653
493.87207646329847,24.426127752684756,481.70179578401684
485.0550846163448,25.51203203666794,489.4328833469873
478.4184428496103,27.364313559908144,494.21724359048164
473.0688848499281,29.933444088607644,496.9976710614643
468.36044610806425,33.121582853095724,498.51797103884013
463.8802937719335,36.81739243306621,499.3023137950003
459.3966102384685,40.91792537065178,499.68546439087976
454.8009909021189,45.33554212449858,499.8634669733825
450.0631354801982,49.994290622342405,499.94257389745945
445.1978831638201,54.82562134664124,499.97649548953865
440.2331597433147,59.77612647353103,499.9907137831543
435.16933204492403,64.83402614312129,499.99664181195465
429.9279777600089,70.07287228082247,499.9991499591686
424.31814475928655,75.68160927269751,500.0002459680159
418.06715189840986,81.93209797898969,500.0007501226005
410.8219045029567,89.17708346733049,500.0010120297128
402.08415420765334,97.91465538852184,500.0011904038248
391.2432108988807,108.75542787012559,500.0013612309937
377.4455076839985,122.55292516170722,500.0015671542943
361.5123625821935,138.4858270176643,500.0018104001423
