times,S_vals,I_vals,R_vals,D_vals
0.0,600.0,10.0,0.0,0.0
0.0070355896676749345,599.9752600168179,10.023324299857599,0.0014156833245812168,0.0
0.07739148634442428,599.7247337543599,10.259522501249425,0.01574374439063787,0.0
0.39469008302998076,598.5212727790009,11.394326551991535,0.08440066900751035,0.0
1.0218304276999297,595.7484338526615,14.00972876944911,0.2418373778893203,0.0
1.9029770507031567,590.785003486109,18.692478292513112,0.522518221377891,0.0
3.0277630391057113,582.0937014068537,26.891749737875962,1.0145488552703366,0.0
4.431061570539306,566.1547038969169,41.91748412619969,1.9278119768834037,0.0
6.121879068660479,536.3072033546445,69.9969330157128,3.69586362964276,0.0
8.14010116561887,479.8848340431942,122.81420204224919,7.300963914556682,0.0
10.529684438748632,380.74656054766973,214.50215021280437,14.751289239525981,0.0
13.37837580849274,240.59505825411665,340.0375729159581,29.36736882992536,0.0
16.483446522543908,119.29694693138461,439.31665568941906,51.386397379196445,0.0
19.74727708670313,52.117655268997034,480.4529941239795,77.42935060702357,0.0
22.811544205175995,25.83763140073239,482.74241670773176,101.41995189153599,0.0
25.829552186782152,16.027708380964107,470.75331125688433,123.21898036215168,0.0
29.005497298772973,12.877465723973968,453.3534726379332,143.76906163809295,0.0
32.399406657905786,12.730886826202871,434.2274367143907,163.04167645940657,0.0
36.200628399989924,14.016997015057658,414.3731055778317,181.60989740711076,0.0
40.61198530387829,16.102190497558766,394.2278279391061,199.66998156333534,0.0
45.769070972739364,18.648178071657398,374.5565877692391,216.7952341591037,0.0
50.0,20.629732894405798,361.1783801762918,228.19188692930263,0.0
