S_vals,I_vals,R_vals
999.0,1.0,0.0
998.9985740768474,1.0000112935980447,0.0014146295546564533
998.984314949558,1.000124237087336,0.0155608133547309
998.841734099615,1.001254423213114,0.15701147717200226
997.4169670806018,1.0126317575931467,1.5704011618050897
986.7937548525359,1.1024746185298662,12.103770528934234
962.5298858610164,1.3455168536282875,36.12459728535543
927.4621164605569,1.8173441441195028,70.72053939532367
885.4028644170642,2.659064553837539,111.93807102909834
835.4854844646486,4.297038989683282,160.21747654566826
779.6475427683113,7.602610156750493,212.74984707493834
717.8062342098742,14.748932040718884,267.444833749407
649.0393877182759,31.00027285176778,319.9603394299565
568.5259306758189,69.19852344328851,362.2755458808926
465.32451750822895,156.73192385806823,377.9435586337029
327.24907289749154,326.49572255338194,346.25520454912646
174.51883998579106,536.4739950281959,289.0071649860131
78.22468647099078,641.9020437737967,279.87326975521256
27.25696374048969,645.5181157953393,327.224920464171
13.453234942357783,613.3559395611186,373.19082549652364
5.759570483303983,560.8523931664978,433.3880363501982
2.762897698906402,510.2298275100201,487.00727479107354
1.2706609239368032,454.54108301788114,544.1882560581821
0.6165388669809836,401.4065716960752,597.9768894369438
0.30978193095482315,348.98183655203655,650.7083815170087
0.1698733870008085,299.6850491901845,700.1450774228147
0.1035593845245473,252.9884793712891,746.9079612441864
0.08116894279303019,225.5941125080533,774.3247185491535
