times,S_vals,I_vals,R_vals,D_vals
0.0,600.0,10.0,0.0,0.0
0.013189788093403732,599.9463337213415,10.051572767816975,0.0013198346249882577,0.0007736762164871937
0.14508766902744105,599.3947748242448,10.581588837559982,0.014903571129874215,0.008732767065358433
0.4891985864561602,597.8207423947013,12.093883007219365,0.05385333437055523,0.03152126370877696
0.9997816312079875,595.0816917232495,14.724628123040787,0.12224518608303243,0.07143496762663773
1.630362432381114,590.9119589439657,18.727485285325866,0.22774591199498126,0.1328098587134385
2.439623805471439,583.9878675861365,25.36943700886058,0.4063668876839404,0.23632851731901416
3.4209998182939776,572.5702190434258,36.3086313754913,0.7097678435759307,0.41138173750701096
4.6033480418657495,553.1289043276304,54.897403591428024,1.2514106602885184,0.7222814206530752
5.999442573576644,520.1563011785231,86.30792041247079,2.2461009136332915,1.289677495372761
7.639764492225955,466.2299149742289,137.30858599838763,4.114703313406411,2.3467957139769466
9.56904273408324,387.1757493975198,210.93093253040854,7.599900338395716,4.293417733675922
11.868635123521244,291.2827778777432,297.1820780559124,13.837149376859694,7.697994689484709
14.438958034373739,202.46365988292885,371.4795168341111,23.36575494325656,12.69106833970349
17.54467200697496,120.3591664498278,431.7933820188428,37.97106155972578,19.87638997160366
19.960124505081467,73.15506453333413,459.6294208860602,51.20303830900125,26.012476271604474
22.8336002875915,36.80813484749518,471.3497740141835,68.24502268417957,33.59706845414182
25.675508638441947,17.668785106035873,465.6453787368913,85.58008278577297,41.10575337129994
28.920897549535105,7.535514317282594,447.89677968042133,105.12940870805538,49.43829729424078
32.06333436916907,3.3537676190007746,426.1297240834226,123.37806874362145,57.13843955395521
35.391033347181406,1.4687433917763668,401.8922748911368,141.78683056387408,64.85215115321277
38.78965594084372,0.657515832081248,377.5153347864921,159.56747506552136,72.25967431590536
42.35716521134597,0.2959022169601565,353.0253162264337,177.13770852027025,79.54107303633594
46.06613704626398,0.13552727592788227,328.99792522817427,194.26412406175717,86.60242343414063
49.96179273383065,0.06293691078045002,305.3752449508247,211.0665942676295,93.49522387076536
50.0,0.06248171165319082,305.15162397060095,211.22560718808157,93.5602871296643
